log-lgc-ann-02;RedHat;RedHat 6.4;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-cas-01;RedHat;RedHat 6.8;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-bis-01;RedHat;RedHat 6.4;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-arc-02;RedHat;RedHat 6.4;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-edi-02;RedHat;RedHat 6.4;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-emc-mr;RedHat;RedHat 6.4;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-ftp-01;RedHat;RedHat 7.5;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-ignimotion-01;RedHat;RedHat 7.6;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-jalios-01;RedHat;RedHat 7.3;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-jira-01;RedHat;RedHat 7.6;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-ora-01;RedHat;RedHat 6.5;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-ora-02;RedHat;RedHat 6.5;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-ora-03;RedHat;RedHat 6.5;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-ora-04;RedHat;RedHat 6.5;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-sagex3-01;RedHat;RedHat 7.6;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-scaner-01;RedHat;RedHat 6.4;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-scaner-02;RedHat;RedHat 6.4;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-sugar-01;RedHat;RedHat 6.9;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-talsrv-01;RedHat;RedHat 7.5;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-talsrv-11;RedHat;RedHat 7.6;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-tomcat-02;RedHat;RedHat 6.4;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-tomcat-01;RedHat;RedHat 6.4;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
