log-lgc-rfxhap-01;RedHat;RedHat 7.7;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-rfxweb-11;RedHat;RedHat 7.7;[u'sudo-1.8.23-10.el7_9.1.x86_64']
lhe-lhersrvi80;RedHat;CentOS 7.5;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-jboss-01;RedHat;RedHat 6.4;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
log-lgc-talamq-01;RedHat;RedHat 7.5;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-rfxweb-12;RedHat;RedHat 7.7;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-talesb-01;RedHat;RedHat 7.5;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-talsrv-02;RedHat;RedHat 7.5;[u'sudo-1.8.23-10.el7_9.1.x86_64']
log-lgc-taltac-01;RedHat;RedHat 7.5;[u'sudo-1.8.23-10.el7_9.1.x86_64']
med-ca-lacia01;Debian;Debian 9.13;1.8.19p1-2.1+deb9u3
med-ca-lacia02;Debian;Debian 10;1.8.27-1+deb10u3
mer-e1entdv1;RedHat;RedHat 7.8;[u'sudo-1.8.23-10.el7_9.1.x86_64']
mic-srv-gestsup;Debian;Debian 10;1.8.27-1+deb10u3
osi-rvpxy;RedHat;CentOS 7.5;[u'sudo-1.8.23-10.el7_9.1.x86_64']
tds-astro;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
neo-srv-mykali;Debian;Debian 9.12;1.8.19p1-2.1+deb9u3
tds-cherokee;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
tds-cloudonchipapp;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
tds-cloudonchipdata;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
tds-cloudonchipsync;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
tds-donald;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
tds-harlock;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
tds-kenshiro;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
tds-hercule;RedHat;RedHat 7.9;[u'sudo-1.8.23-10.el7_9.1.x86_64']
tds-pablo;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
tds-tetsuo;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
tds-salvador;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
tds-vulcain;RedHat;RedHat 6.10;[u'sudo-1.8.6p3-29.el6_10.4.x86_64']
wur-s00437;RedHat;OracleLinux 7.9;[u'sudo-1.8.23-10.el7_9.1.x86_64']
